6.670938 9.674062 0.047285 -0.128993 0.110399 0.210684 
9.223458 7.685188 5.718107 0.033606 -0.692839 -0.453784 
5.797063 4.973268 8.006286 -0.751096 -0.806293 0.479359 
3.758181 2.547646 4.301950 0.638034 -0.705365 0.166495 
2.539208 7.708828 6.011102 0.600679 0.993762 0.658361 
3.839123 9.219670 6.919930 -0.198316 0.722893 -0.460318 
9.467507 5.644836 8.058967 0.395444 -0.734847 0.799712 
7.290388 6.869736 5.071135 -0.167059 -0.072918 -0.936794 
3.925709 3.782990 2.631945 -0.587771 -0.903080 0.253317 
5.817992 2.258493 6.089896 0.035655 0.817409 -0.770953 
5.404936 8.476567 2.132615 0.221540 -0.901941 -0.948677 
3.672963 9.917180 7.742772 -0.590131 0.539063 -0.969331 
1.337582 3.947482 1.081398 -0.847890 0.249230 -0.253714 
7.748129 1.385651 2.447508 -0.415958 0.105221 0.560510 
6.648254 6.236789 6.749815 -0.562793 0.808991 -0.336882 
8.945578 2.998008 4.337244 0.104670 -0.603476 -0.458801 
7.357318 8.137518 9.060360 -0.323138 0.446600 0.771207 
6.915056 2.443912 7.077728 -0.358699 0.612176 0.750587 
5.792363 3.024409 2.371485 0.812801 -0.865366 -0.911112 
4.308724 9.974742 0.610880 0.807756 0.835620 0.989133 
6.960304 4.019218 6.061508 0.498155 -0.665571 0.565567 
8.827037 8.889040 6.616649 -0.473193 -0.635760 0.669486 
7.202726 7.912304 2.568897 0.606515 -0.330690 0.190800 
9.271495 5.403562 9.444874 -0.185233 0.276973 -0.659551 
3.687018 9.579649 4.834136 -0.212787 0.065092 -0.044160 
6.201015 9.018756 3.964288 0.009893 -0.580004 0.628477 
6.916181 7.056239 7.566443 -0.958720 -0.264740 -0.387310 
2.372174 2.050430 7.854793 -0.038949 -0.594372 0.758967 
1.430504 3.788408 4.817749 -0.683297 0.495155 -0.992833 
4.071063 1.451753 9.968361 0.855353 -0.252526 -0.390111 
4.753132 1.106758 9.060065 0.986839 0.957913 -0.705043 
5.352485 9.475592 9.071802 0.603491 0.667687 0.201718 
3.111705 1.636492 5.970539 0.176125 0.949719 0.659450 
0.169150 0.310805 9.417703 0.820053 -0.365314 -0.837089 
5.060848 6.976527 7.246523 -0.887781 -0.672535 0.473890 
7.658237 1.408356 1.132849 0.606366 -0.140489 0.323391 
3.796550 0.120290 6.322996 -0.787003 -0.906808 -0.659843 
6.070672 1.620511 8.769920 0.480124 -0.243253 -0.103933 
5.703459 0.319549 9.425155 -0.366713 0.406763 -0.106373 
4.558590 3.213329 3.679121 -0.992637 0.109315 0.546511 
1.274343 0.086442 6.461973 0.197982 -0.666182 0.130888 
1.942385 7.143607 4.168776 -0.818941 -0.673590 -0.548179 
1.196647 4.925492 0.548127 -0.786423 0.795739 -0.231031 
3.153596 8.389234 1.482482 0.414540 0.852648 -0.238987 
4.392649 7.588663 1.526015 0.814685 0.974635 0.469739 
1.481457 1.850044 4.378889 0.618096 -0.137694 0.644929 
3.617077 1.862675 5.114973 -0.584070 0.215910 -0.620000 
2.373269 4.596733 1.511632 -0.357795 -0.711647 -0.700930 
6.698539 8.375146 8.353241 0.500536 0.756189 0.679915 
4.192205 0.782020 7.879958 -0.823856 -0.505983 0.518974 
2.679111 4.367599 7.269751 -0.145193 0.989214 0.275295 
1.946017 8.237648 5.286056 0.309461 -0.333927 -0.832973 
1.526531 0.149998 8.128326 -0.171941 -0.669515 0.979702 
6.858187 1.494018 2.715291 0.287445 -0.511483 -0.021835 
8.801091 2.327621 5.399065 -0.835192 0.743557 0.534193 
9.507968 5.753378 4.388318 0.455516 0.928636 0.779497 
4.364195 2.835019 7.473014 -0.660073 -0.005563 -0.498133 
0.614468 4.275905 5.832707 -0.891760 0.579158 -0.676353 
3.692205 4.313993 0.223940 -0.609163 -0.256797 -0.692399 
3.731492 0.569184 8.721999 0.483238 0.223517 -0.105549 
4.103943 7.702307 3.452824 -0.227718 -0.421797 -0.281169 
4.681377 0.295616 4.309981 -0.627684 0.493262 0.014954 
0.832796 0.479671 0.604241 -0.803689 -0.556774 0.628637 
3.511922 9.307844 1.041490 -0.460701 0.149498 -0.783744 
9.424334 6.610442 0.218045 -0.825490 -0.551720 -0.469341 
9.706486 6.823137 7.489799 0.036225 0.423169 -0.379313 
9.112203 4.696747 0.463407 0.270656 0.670598 -0.420492 
4.345242 2.331532 0.768532 0.232266 -0.279229 0.166600 
2.768144 6.544160 2.482132 0.661444 0.634790 -0.251287 
6.832632 5.302369 7.579637 -0.565676 -0.656737 -0.433129 
5.155473 1.442092 9.940989 -0.686181 -0.695210 -0.662495 
7.698499 0.131242 3.033426 -0.930321 0.319331 0.590366 
4.207851 1.089305 1.008232 0.766674 0.567411 0.509552 
3.110873 1.418839 6.997586 -0.139033 -0.331845 -0.355765 
5.418856 0.777389 3.481554 0.446061 0.197324 0.933339 
5.302624 1.597958 6.822395 -0.480582 -0.120704 0.454765 
3.376581 2.691976 7.375792 0.248870 -0.203198 0.311276 
3.980132 7.801949 2.362374 -0.703885 -0.539652 0.470377 
1.368037 6.173094 1.272561 -0.944354 0.974650 0.028980 
8.359017 3.320246 6.032301 0.693683 0.223056 0.974940 
7.349605 9.493837 9.221786 0.223211 0.625931 -0.125315 
3.232591 3.437359 3.654533 0.639042 0.878500 -0.907519 
4.831162 1.058396 5.540338 -0.900409 0.590370 0.306679 
6.246872 8.922212 0.814426 -0.078712 0.450948 0.282083 
7.650638 2.158728 3.059457 -0.664962 0.918467 -0.048194 
3.546435 7.411158 0.837024 -0.467240 -0.674158 0.788810 
7.586523 8.787728 7.464278 0.602120 0.843639 -0.579625 
5.997905 6.544856 2.302538 -0.987681 0.958614 0.393201 
6.581137 2.459625 9.018295 -0.467187 -0.815562 -0.806653 
2.587828 1.848654 4.064221 -0.237420 -0.439733 0.367297 
5.159814 8.568087 0.967598 -0.963973 0.065215 0.888240 
0.770248 2.195679 8.611430 -0.209767 0.907210 -0.283293 
9.768152 0.071515 4.529321 0.542437 -0.740410 0.315743 
3.909343 6.996073 9.865541 -0.635233 -0.829957 0.139950 
5.171887 9.521220 0.160067 -0.923041 0.725954 -0.658002 
8.120778 7.975594 6.039729 0.758628 0.789733 0.171064 
0.134266 4.385873 2.632260 -0.542082 0.526633 0.424347 
4.294378 1.318474 4.064136 0.534268 0.536446 0.880987 
8.625697 9.596282 9.341003 -0.333563 -0.324216 -0.989845 
6.013687 0.612055 4.401072 -0.350229 0.779735 0.330005 
5.064358 1.683188 3.452616 -0.133050 0.033269 0.917233 
2.739613 6.309031 6.114903 -0.906997 0.128401 -0.660337 
3.533413 4.300203 8.169448 -0.172941 -0.022963 -0.217969 
1.101571 6.611648 2.412237 0.173178 -0.254112 -0.006301 
9.824183 3.879481 6.834300 0.283037 0.667554 0.965070 
